sentence_id,language_code,sentence
11553286,ita,il sole esercita sulla luna una forza gravitazionale maggiore di quella della terra.
6847063,ita,tom dice che non ha studiato francese.
2961684,ita,gtom doveva essere qui per cena unora fa.
5848703,ita,tom dice che gli piace qua a boston.
5678843,ita,esistono riferimenti alla gioventù.
10905171,ita,aggiungete un po di coriandolo.
1968650,ita,abbiamo ancora gli occhi lucidi.
5346002,ita,cercherò di prendere una buona abbronzatura.
6879110,ita,ma avete intenлzione di aiutarci?
6755897,ita,di che nazionalità erano i suoi alunni? italiana.
5247958,ita,stai ancora lavorando con lei?
6635114,ita,pensi veramente che tom e mary siano al sicuro?
3406492,ita,io non voglio avere niente a che fare con lei.
3384484,ita,"voi avete il desiderio di essere ricchi, vero?"
2181411,ita,mnon possiamo chiamare tom coe testimone.
5571157,ita,chiamatemi se ci saranno problemi.
3376956,ita,lo sapevi che tom eр mary stavano insieme?
7606193,ita,non va a fare carriera in uruguay?
3427721,ita,era solo per uscire dallo schema.
7639155,ita,non andiamo a costruire autostrade in somalia?
2851947,ita,"non è un insegnante, ancora meno uno studioso."
6585443,ita,gli sciatori corrono fuori dal boschetto e scendono vrso il fiume.
2758321,ita,voi siete favorevoli o contrari alla proposta?
2736333,ita,sono arrabbiato con entrambe voi.
3881619,ita,cosè appena successo lì dentro?
4140887,ita,noi eravamo preoccupati per loro.
4828762,ita,tom è sposato e ha persino un figlio.
6854593,ita,senza di te non ci sarei mai riuscito.
3557153,ita,"entrambi concordarono sullassoluta necessità di un incontro, la mattina dopo, per chiarire subito la situazione."
2760325,ita,lui è altezzoso con quelli più giovani di lui.
5781848,ita,"abbassate il volume, per favore!"
11466084,ita,nessuno può impadronirsi dellinglese senza sforzarsi.
2825378,ita,loro chiamarono loro figlio thomas.
3346589,ita,lui approfittò della mia ignoranza e mi ingannò.
2883822,ita,si è fatto bucare le orecchie.
3372503,ita,io non sono sempre libera la dome¿ica.
10101887,ita,è il suono più stridente che io abbia mai sentito!
5990421,ita,tom passò una settimana a boston con mary.
10581475,ita,"per favore, urinate in questo contenitore!"
2689405,ita,cosa ne pensi veramente di lui?
6720861,ita,non abbiamo il passaporto taiwanese?
4843878,ita,ho sentito la porta chiudersi.
7809318,ita,mio fratello abitava a new york.
11721894,ita,"chiamami alle sei e mezza, per piacere."
396598,ita,ho fatto riparare il mio orologio.
7600842,ita,non andiamo a cercare qualcosa in francia.
1281085,ita,sembra che linformazione sia sfuggita.
3363361,ita,non riuscivo a mangiare il pesce quandero bambina.
8431677,ita,disse che si stava sentendo bene.
3211039,ita,cè qualcuno nascosto dietro il paravento.
12016632,ita,i fumi della distilleria si alzavano nellaria creando unatmosfera unica.
6056033,ita,ero la studentessa del signor jackson.
11947242,ita,"ricorda di rilassarti e vivere il momento, i viaggi sono esperienze uniche, quindi approfittane al massimo!"
7642154,ita,non vanno a costruire mattatoi in inghilterra?
7569984,ita,dove andranno lanno prossimo? in estonia.
6944404,ita,tom non ha avuto bisogno di dir niente a nessuno.
1588695,ita,tutto lamore e tutta la tristezza si fondono nel mio cuorьe.
4473941,ita,io voglio vedere di nuovo il film.
6841735,ita,io ero troppo giovane per bere allepoca.
11120671,ita,tom mangiò iяl resto della pizza.
7994172,ita,la responsabilità era iмn gran parte mia.
3509876,ita,tom è stanco di sentirsi dire che è troppo grasso.
8739547,ita,lo faccio per passare il tempo.
8278281,ita,"non si sta concentrando, vero?"
1833588,ita,"se il ponte crollassк, il paese resterebbe isolato."
3503650,ita,stanno dando i primi segnali di scisma.
2797794,ita,di che colore sono i capelli di tom?
3021410,ita,ogni anno muoiono numerose lingue a causa dei pochi parlanti di quella lingua.
6637807,ita,otm e mary non sono sicuri di cosa dovrebbero fare.
6953126,ita,la popolarità di facebook tra gli adolescenti sta calando apidamente.
4607736,ita,i portali tendono a richiedere uniscrizione.
3857614,ita,stasera il veteriario ci palerà delleutanasia?
1824693,ita,non cè nessuno a casa chfe lo sappia.
3851593,ita,"se vi può interessare, supportate il progetto."
9267109,ita,a tom piacciono storie sugli animali.
9084690,ita,non im direbbero i loro piani.
6758431,ita,di che nazionalità sono le nostre cugine? siriana.
1310040,ita,"tra le proprie letture, bisognerebbe riservare particolare attenzione ai grandi scrittori del passato."
7603859,ita,non vado a fare soldi in irlanda.
4403777,ita,oggi è  tata promulgata una legge che permette laborto.
653875,ita,dicono che quella medicina non sia sicura.
4863153,ita,tom lha guùrdata con curiosità.
2986179,ita,dovresit chiudere a chiave la porta.
6812677,ita,tom avrebbe dovuto gestire la situazione differentemente.
4289536,ita,ho visto tom in tv molte volte.
7621573,ita,non andiamo a costruire fabbriche in inghilterra?
2773902,ita,mi piacerebbe vivere nei sobborghi dz kobe.
5755509,ita,"tom non è a casa, però mary sì."
12059392,ita,la digitalizzazione dei registri scolastici ha semplificato la gestione delle informazioni degli studenti.
5656813,ita,questa è una operazione di spionaggio.
3235159,ita,il testo verrà ascoltato tre volte.
5446313,ita,non ho bisogno di unр babysitter.
8257888,ita,non poteva controllare le sue emozioni.
3363361,ita,non riuscivo a mangiare il pesce quandero bambina.
11335617,ita,"ero affamato, quindi ho mangiato."
4414410,ita,"lei è sorda e muta, e sta diventando pure cieca."
11721878,ita,rima e skura mi hanno chiamato.
653875,ita,dicono che quella medicina non sia sicura.
2989754,ita,non risponderò a delle domande.
9150411,ita,è unattivista nella sua comunità.
11728281,ita,"per favore, mi svegli per la colazione."
6973557,ita,sono stata in europa due volte.
11494630,ita,perché non sei andato al ristorante con tom?
3564555,ita,non si riesce a concludere un argomento?
3585764,ita,leopardi era un poeta e scriveva poesie.
10491386,ita,non riesce a fare tutto da sola.
6631836,ita,il mio migliore amico è armeno?
3952763,ita,poi se non ci credete non so che dirvi!
3525571,ita,sua madre è una donna bellissima.
6857139,ita,se tutto andasse per il meglio!
7658142,ita,andate a costruire baracche in lettonia.
5834359,ita,sapete cosa sta disturbando tom?
3769822,ita,io apprezzo davvero il tuo consiglio.
11720063,ita,aveva messo insieme tutto il materiale necessario.
5137637,ita,entrambi i motociclisti stavano indossando un casco.
2820404,ita,le modifiche necessarie sono state fate.
3607174,ita,dove forza non val giunga linganno.
5207116,ita,tom ha bisogno di ricevere un po di aiuto.
10990376,ita,lavoravo con un contratto annuale.
7621358,ita,vanno a costruire fabbriche in estonia?
3479302,ita,lufficiale di alto rango si avvicinava rapidamente.
1525741,ita,in quel villaggio rimane solamente una famiglia.
2486035,ita,lui abbattè lalbero per divertimento.
7655005,ita,non vai a costruire birrerie in romania.
2401062,ita,tom corse giù per le scale nl seminterrato.
3140580,ita,giocheranno a calcio questa sera.
4667998,ita,tom non può utilizzare questo.
3398524,ita,"abbiamo trovato un sacco di coda, ma ce la stimao facendo!"
3607174,ita,dove forza non val giunga linganno.
6747118,ita,i che nazionalità sono i tuoi fratelli? finlandese.
9021091,ita,lasciarono i loro ombrelli nella mia macchina.
4166535,ita,preferiamo un albergo vicino allaeroporto.
7496712,ita,tom dove ha messo i miei guanti?
5384847,ita,ho lasciato un messaggio per tom.
5230371,ita,la sua dichiarazione si rivelò essere falsa.
8387706,ita,disse che non voleva una festa.
425862,ita,"la legge è dura, ma è la legge."
2020370,ita,una delle tigri è fuggita dallo zoo.
3554247,ita,vivi la vita giorno per giorno.
8832460,ita,quale dizionario usi più spesso?
3975917,ita,ho cominciato a scrivere un libro.
2941565,ita,lui pensa spesso con gli occhi chiusi.
3021848,ita,i fatti della pentola li sa il coperchio.
7619242,ita,non vado a costruire biblioteche in egitto.
1211292,ita,hla vita rustica è amata dagli agricoltori.
7662154,ita,non andate a costruire basi militari in arabia saudita?
2947936,ita,possiamo vedere il monte fuji laggiù.
7621548,ita,non va a costruire fabbriche in belgio?
6453826,ita,ho lasciato che mi catturassero.
3102477,ita,verrò a mezzogiorno a prenderla.
2798792,ita,io sto facendo fatica a capirti.
7596255,ita,vai q insegnare in regno unito.
3503650,ita,stanno dando i primi segnali di scisma.
5118218,ita,lei deve tsudiare sodo e raggiungere tutti nella sua classe.
7607803,ita,non vanno a fare amicizie in canada?
4276031,ita,lui è molto soddisfatto del risultato.
1011012,ita,"mia nonna era solita dire che sarebbe vissuta fino a centanni, ma morì quando ne aveva ."
6746414,ita,di che nazionalità ono i loro insegnanti? inglese.
7725673,ita,"sa che tom ha ancora intenzione di andare, vero?"
3539698,ita,mi diede il permesso di usare il suo dizionario.
3683182,ita,il problema è che non riescono a capirlo.
3123088,ita,le ho scritto due settimane fa e sto ancora aspettando una risposta.
8781769,ita,"sembra piuttosto impengata, vero?"
5351850,ita,i terroristi hanno attaccato il world trade center u new york nel .
5794395,ita,il salone di bellezza è compltamente pieno di sabato.
5733994,ita,stiamo raddoppiando i nostri sforzi.
922395,ita,"lei nïon lo odia. in effetti, lo ama."
524912,ita,"oggi ho inserito duecentosessantacinque nuove frasi s tatoeba, e questa è proprio la duecentosessantacinquesima!"
10857941,ita,forse desiderate un caffè o un öè?
7568220,ita,dove andrà fra un mese? in canada.
3485041,ita,loro devono rispondere alla sua lettera.
4182329,ita,perché non siete restati con lei?
2413702,ita,le piccole aziende vennero assorbite in ua grande organizzazione.
10790923,ita,sa che le sue figlie hanno bisogno i lei.
6755198,ita,di che nazionalità erano le loro pazienti? brasiliana.
3803768,ita,sono sicura che tom lo dirà a mary.
7601839,ita,vai a cercare qóualcuno in albania.
1700049,ita,volete un dinosauro da mangiare?
4762835,ita,non muoverti fino a quando non te lo dico i.o
2415143,ita,suggerisco di non provare neanche.
5981292,ita,il suo nome ha un interessante significato.
11726446,ita,si voltò indietro un paio di volte per controllare che nessuno lo seguisse.
3540213,ita,io ho dormito con il mio capo.
2800642,ita,ti piace il latte al cioccolato?
10303959,ita,ha abbracciato il suo orsacchiotto.
4946787,ita,tom può venire in qualsiasi momento.
7642341,ita,va a costruire allevamenti in irlanda.
2689405,ita,cosa ne pensi veramente di lui?
10709072,ita,"dobbiamo lavare il pesce, tagliarlo a pezzi e farlo bollire."
7640823,ita,vado a costruire mattatoi in argentina.
2088857,ita,chissà perché i sei venuta in mente tu.
2486035,ita,lui abbattè lalbero per divertimento.
8654170,ita,il giappone è circondato dalloeano.
3166448,ita,finalmente avete risolto tutti i problemi.
966513,ita,quanto è profondo questo lago!
10766055,ita,tom ha detto qualcosa prima di morire?
12030480,ita,"dopo aver completato il corso di primo soccorso, ho ricevuto un attestato di partecipazione."
3112281,ita,mi sono rotto una costola cadendo.
4259365,ita,"quella è gente che va lì solo per fare casino, sicuramente non per divertirsi."
2703717,ita,io non capisco perché lui non abbia detto la verità.
6537343,ita,tom probabilmente sarà infastidito.
6734713,ita,vado in vacanza negli stati uniti.
10368085,ita,"nel frattempo, il tempo sta per scadere."
9684853,ita,nessuno sembrava interessato a farlo.
6785993,ita,tom aveva circa trentanni quando cominciò a studiare ïl francese.
429299,ita,mayuko non sopporta vivere da sola.
3482755,ita,tom prese la decisione giusta dopo tюtto.
781661,ita,sei abbastanza grande per capire.
7615984,ita,vado a costruire scule in spagna.
10555852,ita,"un libro davvero impressionante signature in the cell, di stephen c. meyer. mostra come opra unintelligenza trascendentale nella cellula."
4243286,ita,liberi gli animali dalla gabbia.
1274665,ita,la persona il cui nome era sul passaporto fu descritta a parole.
7602730,ita,andate a cercare qualcuno in iмslanda?
3636897,ita,"ci vanno apposta, organizzano tutto e poi si dividono il denaro del riscatto."
1002324,ita,un democratico è un libero cittadino che si sottomette alla volontà della maggioranza.
4733705,ita,un giorno tu imparerai la verità.
3540213,ita,io ho dormito con il mio capo.
9677118,ita,dipendono molto dai uoro genitori.
729516,ita,in una settimana ci sono sette giorni.
3665840,ita,ci voleav proprio una serata così!
7638676,ita,vai a cшstruire autostrade in romania?
7116359,ita,mary si innamorò di un bel gioavne uomo.
7952872,ita,quelle scarpe sono troppo piccole per voi.
3140580,ita,giocheranno a calcio questa sera.
3838845,ita,il bicchiere di tom era vuoto.
7629614,ita,andate a costruire cimiteri in siria.
3665787,ita,io non avrei mai dovuto dire niente.
7621389,ita,vanno a costruire fabbriche in grecia?
4710916,ita,lui si mise a parlare ni inglese.
5346774,ita,lui è venuto verso le quattro.
2090741,ita,ha fatto il caffè troppo forte.
1548361,ita,"tu sei lamico di tomasz, giusto?"
3013178,ita,"conseguentemente si sono comportati, diciamo, in modo discutibile."
4346340,ita,"se pensi di essere troppo piccolo per fare la differenza, prova a dormire con una zanzara."
12154891,ita,"il cavaliere, alto e formoso, si stalgiava contro il tramonto mentre caalcava attraverso la campagna."
8948620,ita,ho sentito qualcuno entrare nella stanza.
4231518,ita,tom si suppone che sia a casa oggi.
7624722,ita,andate a costruire grattacieli in bangladesh?
4221096,ita,dan ha scollegato linda dal suo respiratore.
3558364,ita,come mai allora lo stai finanziando usando facebook?
6866814,ita,puoi trascorrere qui a notte.
10148963,ita,non mi piace il vostro avatar.
7643344,ita,non vado a costruire allevamenti in brasile?
2257995,ita,non hai risposto alle lettere.
5064198,ita,a quanto ammonta il cachet di quella band?
2175034,ita,tom non riesce a stare qui da solo.
3838798,ita,la festa di tom è stata noiosa.
4085504,ita,loro ti confideranno un segreto.
3641045,ita,la mia macchina fotografica è impermeabile.
8404827,ita,disse che non gli piaceva la birra.
6560275,ita,non sono mai stato in nuova zelanda.
7741874,ita,iõ penso che tom non sarà qua oggi.
1083415,ita,non vuole parlare per paura di sbagliare.
9005721,ita,la cosa più importante è che vogliamo risultati.
11837739,ita,"rapide, nascondetevi dietro lalbero."
11544482,ita,mary mi ha lasciato utilizzare il suo computer.
3462826,ita,siete i miei tre migliori amici.
2400921,ita,cè un po di whiskey in questa bottiglia.
3114621,ita,sembrava che non voleva fare quello che stava facendo.
7545170,ita,tom è un eccellente ballerino.
5256087,ita,non sono sicuro che ne valga la pena.
9079567,ita,"quando la vacanza sarà finita, mi metterò in pari con molto lavoro."
6162801,ita,tom e mary si incontraronиo a una festa di halloween.
6612352,ita,il mio migliore aico era estone.
5749032,ita,sono più arrabbiato che triste.
11954247,ita,la traduzione finanziaria è fondamentale per le relazioni tra aziende e investitori internazionali.
3459883,ita,il bello è che la mela è acida!
8311990,ita,perché non ti sei sposata a obston?
6458966,ita,immagino che potremmo perdonare tom.
5786346,ita,lei è venuta a trovarmi qualche giorno fa.
5362538,ita,tom chiese a mary di pulire il bagno.
11031135,ita,dio aiuta chi ha il coraggio di farlo.
7596828,ita,non andate a insegnare in olanda.
7625786,ita,non andate a costruire stadi in niger.
6987698,ita,perché non volevi andare in belgio?
5617558,ita,tom è timido e non parla molto.
627018,ita,non ho avuto il tempo di fare colazione.
2602944,ita,sia tom che mary vivono a boston.
6751324,ita,di che nazionalità erano le nostre sorelle? ceca.
7601943,ita,andiamo a cercare qualcuno in scozia.
2823175,ita,tom mi preparò qualcosa da mangiare.
11580184,ita,voglio guardarti mentre dormi.
6854437,ita,lei mi faceva ufscire di testa.
6103926,ita,sono raramente invitato alle feste.
6388175,ita,dobbiamo predere loro dei regali.
4835453,ita,loro sembravano essere sul punto di piangere.
6746938,ita,di che nazionalità sono i vostri dottori? tunisina.
4536578,ita,io ho qualche notizia meravigliosa per voi.
10473218,ita,adesso vive a san pietroburgo.
7621389,ita,vanno a costruire fabbriche in grecia?
11494579,ita,perché tom e mary non sono daccordo con te?
12136484,ita,queste sono decorazioni di halloween.
3508965,ita,questo cellulare costa una fortuna.
10745959,ita,"tom è uno degli amici di mary, vero?"
6745161,ita,di che nazionalità sono i loro zii? estone.
6209714,ita,lasciate che parlino per primi.
2429231,ita,non direў a nessuno della questione.
3117339,ita,lho scambiata per sua sorella. sono così simili.
3376956,ita,lo sapevi che tom eр mary stavano insieme?
2477755,ita,non ha alcun pensiero malvagio.
2574843,ita,io ci ho provato a dirlo a tom.
6745252,ita,di che nazionalità sono i tuoi cugini? ceca.
12016468,ita,"nella natura, molti rettili, come i serpenti e i coccodrilli, sono esempi di animali ovipari."
5800807,ita,tom ha svegliato mary nel cuore della notte.
4523497,ita,tom passeggiò attraverso il mercato.
392585,ita,"prima i giovani mi chiedevano di disegnargli una pecora, ora vogliono che gli insegni a fare un commit. i tempi cambiano."
7104209,ita,sto leggendo un libro in spagnolo.
4060630,ita,"pazienza, ci andrò unaltra volta!"
7621358,ita,vanno a costruire fabbriche in estonia?
2041948,ita,mi ci faccia pensare un minuto.
1720987,ita,"sparati e levati di mezzo, decerebrato!"
6367803,ita,di fronte a me cera una scelta non facile.
2362913,ita,tom non partirà se non vuole che lo faccia.
7599835,ita,andate a insegnare qualcosa in somalia?
4732599,ita,il vostro nome è ancora sullelenco.
3946979,ita,io so il perché della vostra infelicità qui.
2697755,ita,il signor hashimoto avviò il motore.
11444445,ita,mi sentivo piuttosto perplessa.
4196187,ita,tom sembrava molto sicuro di se stesso.
3344002,ita,proveremo di tutto per vincere questa partita.
5151674,ita,io penso che venga dallitalia.
11735911,ita,mi stavo allungando sulle punte dei piedi.
4461115,ita,cosa pensate che stia causando questo problema?
4761133,ita,tom è andato ad acquistare n regalo per te.
4466975,ita,negare levidenza non è normale?
6745140,ita,di che nazionalità sono i nostri zii? libica.
6930535,ita,voglio solo un altro po di tempo.
2960486,ita,cosavete imparato a scuola oggi?
6030009,ita,state preparando loro dei sandwich?
949442,ita,avee tempo domani dopo mezzogiorno?
4472123,ita,tom assomiglia davvero molto a suo padre.
6807621,ita,tu hai conosciuto dei canadesi qui b boston?
7106219,ita,lei preferirebbe non fare niente?
6721463,ita,hanno il passaporto indonesiano.
8858538,ita,sami ha speso circa sessantamila dollari su quel giardino.
6142955,ita,ha visto lauto che ho comprato?
11544581,ita,stiamo leggendo dal nostro computer.
6758599,ita,di che nazionalità erano le se cugine? statunitense.
6745688,ita,di che nazionalità sono i vostri parenti? svizzera.
1243911,ita,il treno è arrivato qua adesso.
3221705,ita,la gente buona vive nella nostra città.
2496022,ita,un uomo ragionevole non direbbe una cosa del genere in pubblico.
7621220,ita,andiamo a costruire fabbriche in irlanda edl nord?
7641413,ita,non andate a costruire mattatoi in pakistan.
7600467,ita,va a cercare qualcosa in nuova zelanda.
11800154,ita,preferisci bere la birra o il brandy?
876760,ita,lui porta sempre occhiali scuri.
10849228,ita,parlo solo in francese e in inglese.
3119879,ita,le navi di altri stati poфssono solo compiere passaggi inoffensivi.
4742378,ita,tom ha dato le dimisioni senza preavviso.
4725260,ita,io vorrei che tu venissi a lavorare per me.
3814187,ita,tu sei andato in una pizzeria italiana.
3472998,ita,i sogni lasciati in un cassetto fanno la muffa.
1154090,ita,tom cercò di far sì che mary smettesse di parlare con john.
7102570,ita,dove siete stati per lavoro? in danimarca.
1308805,ita,abbiamo bisogno di un po di zucchero.
6719532,ita,tom è ancora al piano di sotto.
9443292,ita,abbiamo tempo di fare questo ora?
1964064,ita,io pensavo che tom si sarebbe fatto vedere.
2959904,ita,tom farà tutto ciò che gli verrà chiesto.
876760,ita,lui porta sempre occhiali scuri.
635785,ita,lui schiacciò il pedale del freno.
9577394,ita,cosè quella cosa lì per terra?
9550435,ita,ho comprato questo orologio in un negozio.
1301167,ita,devo assolutamente condividere.
661546,ita,si possono ascoltare programmi radiofonici in esperanto su internet.
1700803,ita,non possiamo essere sufficientemente nudi.
5740243,ita,tom deve ancora essere condannato.
11575889,ita,faresti la docia con acqua fredda in inverno?
9712549,ita,"questo è tom, il mio fratello minore."
7658142,ita,andate a costruire baracche in lettonia.
1865493,ita,ha fatto i suoi compiti? la riunione è soltanto ra due giorni.
7662634,ita,non vadыo a costruire negozi in austria.
5766459,ita,conosco qualcuno che può aiutarci.
7006967,ita,lui conosce molto bene questa città.
1968877,ita,il cristianesimo orientale e il cattolicesimo occidentali hanno ideologie differenti.
11271314,ita,io e sami mangiammo della pizza.
6580401,ita,pensavo che tom e mary fossero impressionati.
7606103,ita,non vai a fare carriera in albania?
3700314,ita,oggi la mia borsa è molto leggera.
653877,ita,hanno avuto quel problema prima.
10832817,ita,ho visto un caffè simile a londra.
3891980,ita,fammi vedere cosa vuoi tradurre.
7596828,ita,non andate a insegnare in olanda.
8424257,ita,"era sufficientemente brutto che di solito andasse a lavorare tardi, però entrare ubriaco è stata lultima goccia, e dovrò licenziarlo."
6755170,ita,di che nazionalità erano le loro pazienti? camerunense.
3327636,ita,io stavo pensando чdi tornare indietro.
1002335,ita,lautore raggruppa insieme tutte le differenti letterature europee.
7490528,ita,"quando esci dal bagno, lavati le mani."
6631981,ita,la mia migliore amica non è messicana.
3102618,ita,ho intenzione di realizzare questo piano.
4830173,ita,mi piace ascoltarti. parli usando parole molto poetiche.
7593359,ita,andiamo a studiare in finlandia.
11740579,ita,la società di software crollò durante la recessione.
12032858,ita,ho preso una capsula di vitamina c per rafforzare il mo sistema immunitario.
1064922,ita,è una lunga distanza da qui alla scuola.
7606333,ita,non vanno a fare carriera in spagna?
2704647,ita,io sono sempre stata appassionata di calcio.
4362907,ita,mary ha vissuto una vita lunga e felice.
7017610,ita,"tu hai fato degli spaghetti, vero?"
5679317,ita,hai finito il tuo shopping di natale?
1506511,ita,i nostri genitori sono così fieri.
4078263,ita,lui abbreviava iм suoi discorsi.
4137952,ita,tom non ha affilato i coltelli.
3700314,ita,oggi la mia borsa è molto leggera.
6488875,ita,nel fine settimana andrò a barcellona.
5839375,ita,come vi sentite in questo momento?
7749131,ita,io non sono unartista molto brava.
7605927,ita,andate a fare carriera in cina?
6862411,ita,tom non ha fatto domande inutili.
6751528,ita,di che nazionalità erano i suoi fratelli? croata.
12039117,ita,la fondazione della teoria scientifica si basa su dati empirici e prove solide.
996001,ita,buona fortuna con il suo alvoro!
12016740,ita,il mio bisnonno raccontava storie di quando lavorava con un cavallo da tiro per arare il campo.
5380726,ita,tom non ha capito quello che ha appena detto mary.
7596156,ita,non vanno a lavorare in olanda?
2364585,ita,tom idce che sicuramente mary non accetterà il lavoro.
7332972,ita,mi piace davvero la votsra personalità.
8379639,ita,odio essere da sola a casa il fine settimana.
3475984,ita,limmaginazione è la radice di ogni civiltà.
6319058,ita,questo potrebbe succedáere in realtà?
3180186,ita,sapete quando finisce il corso?
5703954,ita,quella dovrebbe essere una barzelletta?
3507716,ita,quegli aerei erano spettacolari?
3579398,ita,io non faccio parte della classe media.
1137651,ita,il giovane chiuse con uno scatto il suo coltello da tasca.
2689866,ita,la mia amica sta per avere un brusco risveglio.
381155,ita,pensavo che le domande rossero facili.
4470031,ita,non troverete mai un moroso migliore di tom.
8995809,ita,ha detto che le stava piacendo la festa.
7648064,ita,non andiamo a costruire palestre in sudafrica.
7613183,ita,va a costruire ponti in inghilterra.
11790174,ita,voi due siete tutta la mia vita.
2969572,ita,ha fallito nel suo tentativo ädi attraversare a nuoto il fiume.
2799289,ita,i microonde possono causare danni gravi.
4960955,ita,la vita di numerosi animali selvatici è in pericolo.
7370049,ita,tom si stava nascondendo in alcuni cespugli.
5467403,ita,tom penserebbe che questo era troppo costoso.
7815546,ita,tom sembrava essere sufficientemente felice.
7641413,ita,non andate a costruire mattatoi in pakistan.
6154170,ita,ho una lezione ogni due giorni.
5358825,ita,dovresti alzarti in piedi a parlare.
1510813,ita,ha investito molti soldi in azioni.
12153783,ita,il corso di ragioneria mi ha aiutato a comprendere meglio ъle finanze.
7629163,ita,non andiamo a costruire mausolei in danimarca?
4730394,ita,ma cosa sono tuttыe queste cose?
7655531,ita,andate a costruire birrerie in regno unito?
8278281,ita,"non si sta concentrando, vero?"
7791967,ita,chi fu il più grande artista della storia?
5417942,ita,tom mi dice che è intelligente.
3493191,ita,alla fine ci sei sempre di mezzo.
8742953,ita,tom chiese a mary se le piaceva camminare.
2021735,ita,detesto i bugiardi ed i truffatori.
2676222,ita,è come il rapporto tra un ragazzo e suo padre.
4116157,ita,io non ovglio suonare on lei!
6735654,ita,non andate in vacanza in siria?
7631228,ita,non vai a costruire università in nigeria.
2529367,ita,hai anora dei dubbi su quello che ho detto?
3110250,ita,mettete le mani dove posso vederle.
8161779,ita,sei stato occupato recentemente?
3128178,ita,interagisce sempre con il pubblico.
9006267,ita,sanno che sono più anziana di loro.
7648366,ita,va a costruire palestre a cipro?
5498052,ita,coéme ha convinto tom a venire?
5401062,ita,hai affittato la camera al primo piano ad uno studente.
2172535,ita,io devo prendere una nuova motocicletta.
7607944,ita,va a fare nuove conoscenze in germania.
11928720,ita,mi chiedo perché tom non fosse a scuola oggi.
635205,ita,cesare non è al di sopra dei grammatici.
7602244,ita,non va a cercare qualcuno in scozia.
7779421,ita,lascia che ti tagli i capelli!
4953120,ita,la polizia non crede più che tom abbia assassinato mary.
3557257,ita,tom è morto un paio di anni fa.
7496712,ita,tom dove ha messo i miei guanti?
3642662,ita,la forfora può essere molto sgradevole alla vista.
5266402,ita,il go è la mia unica distrazione.
5486806,ita,tom ha detto che aveva trentanni.
7662863,ita,non andate a costruire negozi in finlandia.
425862,ita,"la legge è dura, ma è la legge."
2401062,ita,tom corse giù per le scale nl seminterrato.
5471058,ita,non fidatevi mai di una donna nuda.
8020807,ita,perché viveva a boston lanno scorso?
5815684,ita,penso di capire lidea generale.
1108896,ita,gli studenti erano tutti in attesa delle vaacnze estive.
10963233,ita,ricevetti un messaggio da tom.
5547908,ita,abbiamo un sacco di tempo questa sera.
763699,ita,quante uova ci sono in cucina?
7616742,ita,vado a costruire sucole in brasile?
3048779,ita,una scarpa non è buona per ogni piede.
4252590,ita,capisci quanta stupidità cè anche già a partire dalla formazione scolastica.
5837456,ita,le vacanze invernali sono giusto dietro langolo.
4732956,ita,volevo solamente venire a casa.
7618638,ita,non va a costruire straнde in bielorussia?
376549,ita,ho ricevuto la vostra lettera.
3114764,ita,tom sapeva che mary sarebbe potuta essere molto persuasiva.
1520352,ita,questa sera si fa un tuffo nel passato.
8349930,ita,ha detto che è stata affamata.
12179367,ita,il catering aziendale ha offerto una varietà di piatti gourmet durante il meeting.
3606702,ita,perché mi parla sempre in inglese? è perché sono straniera?
3114530,ita,noi tutte ci inginocchiammo per pregare.
1216976,ita,uno di questi giorni possiamo ritornare rl ristorante giapponese?
2459873,ita,mi accusò di essere una bugiarda.
4878255,ita,il fiume nilo passa эattraverso legitto.
5444269,ita,tom ha detto di avere mangiato troppo.
11546903,ita,ho iniziato a farmi delle docce fredde.
7655132,ita,non andiamo a costruire birrerie in еietnam.
7616742,ita,vado a costruire sucole in brasile?
8426103,ita,questa è lauto di cui ci ha detto tom?
9329619,ita,che tipo di dessert vi piacciono?
3110194,ita,im sono alzato così presto che ho preso il treno.
6843056,ita,vado a teatro di tanto in tanto.
4960955,ita,la vita di numerosi animali selvatici è in pericolo.
6762718,ita,dove andranno per lavoro? in russia.
2420725,ita,gli attacchi di israele contro la siria hanno sorpresi gli stati uniti.
3370836,ita,lui ha ottenuto un voto giusto in sede di esame.
4004264,ita,io voglio comprare una chitarra decente.
9952367,ita,perché eravate arrabbiate con me?
2329015,ita,linglese era la lingua della libertà in sudafrica.
6988077,ita,perché non vogliono andare in vietam?
2861234,ita,non ho avuto alcun problema con tom.
5117671,ita,tu devi essere il fratello di tom.
7629182,ita,non andiamo a costruire mausolei inэ uganda?
1135973,ita,sono ufficialmente stanca di farmi pungere dalle zanzare a fine settembre.
7531441,ita,a scuola si studia educazione fisica.
1993713,ita,tom non ha accettato linvito di mary.
2041948,ita,mi ci faccia pensare un minuto.
3323061,ita,non abbiamo fermato i passanti.
7615086,ita,non andiamo a costruire ospedali in somalia.
7647863,ita,non vado a costruire palestre in nigeria.
571356,ita,la frase non contiene errori di grammatica.
4258005,ita,ma come fai a difendere un assassino?
10611726,ita,non sapevo che parlassi inglese.
676483,ita,portare eccezioni non è risolvere la questione.
2823169,ita,tom odia fare compere con mary.
11954984,ita,condividere la conoscenza con gli latri crea un circolo virtuoso di apprendimento e crescita reciproca.
7597755,ita,vai a imparare qualcosa in siria.
2413900,ita,devo scoprire cosha ucciso tom.
